Frank,26,86.855,2.904,2.859,0.287,0.091,7.003
Ryan,98,95.745,0.86,2.304,0.077,0.031,0.983
Sarah,6435,93.969,1.752,2.078,0.14,0.171,1.891
Angela,6403,85.619,7.167,1.975,0.187,0.202,4.851
Stephanie,6355,91.288,4.309,1.818,0.078,0.219,2.288
Jonathan,24,91.835,1.912,3.51,0.078,0.172,2.492
Janet,6323,93.153,2.575,1.963,0.126,0.141,2.041
Cheryl,5848,92.764,5.224,1.099,0.085,0.169,0.659
Catherine,5824,93.319,2.341,2.563,0.154,0.068,1.555
Heather,5791,97.397,0.896,0.517,0.138,0.155,0.896
Judith,5763,94.76,1.544,0.746,0.174,0.174,2.603
Todd,20,97.885,0.944,0.664,0.087,0.017,0.402
Lori,5694,96.962,0.79,1.194,0.14,0.105,0.808
Keith,28,92.957,4.531,1.601,0.091,0.182,0.637
Jessica,5434,88.901,1.413,1.981,0.11,0.22,7.375
Craig,25,96.296,2.151,1.029,0.019,0.131,0.374
Joshua,20,95.722,0.909,1.098,0.133,0.076,2.063
Raymond,22,84.755,4.35,5.12,0.135,0.154,5.486
Denise,5142,90.212,5.414,1.137,0.077,0.154,3.006
Ann,5151,94.855,1.573,2.446,0.097,0.116,0.912
Brenda,5055,84.464,9.126,1.114,0.195,0.215,4.886
Teresa,5046,83.268,2.802,2.506,0.237,0.099,11.089
Terry,276,93.195,4.235,1.357,0.267,0.226,0.72
Katherine,4788,94.252,1.562,2.187,0.083,0.083,1.833
Alan,27,92.471,1.064,4.797,0.104,0.063,1.502
Adam,11,96.148,0.635,1.016,0.085,0.127,1.989
Kathryn,4714,97.225,1.017,0.636,0.042,0.106,0.975
Carolyn,4667,89.429,7.928,1.066,0.043,0.171,1.364
Nicholas,11,95.035,1.305,1.006,0.021,0.107,2.525
Lawrence,28,90.854,4.191,2.489,0.109,0.153,2.205
Philip,14,92.938,1.245,4.052,0.068,0.113,1.584
Amanda,4382,94.312,1.206,0.933,0.205,0.205,3.14
Roger,20,92.842,2.104,2.355,0.023,0.16,2.515
Jerry,44,89.465,4.505,3.332,0.164,0.094,2.44
Robin,3551,94.246,3.687,1.104,0.141,0.047,0.775
Anne,4217,96.037,0.896,2.147,0.142,0.047,0.731
Benjamin,11,85.184,2.906,4.679,0.165,0.189,6.876
Jill,4229,98.156,0.544,0.591,0.095,0.095,0.52
Andrea,4169,89.751,4.911,0.807,0.214,0.047,4.27
Nicole,4178,91.141,4.99,1.194,0.096,0.143,2.436
Christina,4153,88.524,1.773,2.947,0.264,0.144,6.349
Tracy,3201,92.334,4.246,2.135,0.146,0.146,0.995
Theresa,4089,89.798,4.008,2.235,0.194,0.121,3.643
Janice,4085,90.845,6.022,1.714,0.171,0.171,1.077
Justin,18,94.685,1.396,2.204,0.269,0.049,1.396
Joan,3466,94.405,3.204,1.232,0.099,0.173,0.887
Juan,35,4.528,0.523,1.518,0.025,0,93.406
Suzanne,3986,96.839,0.477,1.154,0,0.075,1.455
Dawn,3929,95.147,3.017,0.779,0.126,0.075,0.855
Leslie,3589,92.634,3.633,1.615,0.151,0.177,1.791
Wendy,3918,91.648,1.615,3.76,0.126,0.05,2.801
Sean,16,94.509,2.364,1.957,0.127,0.178,0.864
Jane,3823,93.968,0.984,3.779,0.181,0.207,0.88
Martin,32,77.656,1.068,1.615,0.104,0.026,19.531
Jacqueline,3687,80.318,11.863,1.833,0.135,0.216,5.635
Jean,1570,87.361,7.567,3.228,0.163,0.19,1.492
Bryan,14,93.625,2.116,2.821,0.027,0.054,1.356
Lynn,3059,94.412,1.616,2.821,0.164,0.055,0.931
Aaron,20,91.607,3.264,2.057,0.055,0.137,2.88
Diana,3596,83.591,1.903,2.923,0.248,0.193,11.142
Bradley,9,98.867,0.193,0.525,0.138,0.055,0.221
Jeremy,13,96.596,1.116,0.642,0.084,0.112,1.451
Kathy,3523,93.017,2.186,2.81,0.142,0.114,1.731
Paula,3464,92.402,3.113,0.8,0.2,0.171,3.313
Martha,3446,68.367,3.438,0.774,0.115,0.115,27.192
Carl,9,90.331,6.935,1.41,0.115,0.23,0.978
Michele,3352,94.705,2.604,0.868,0.116,0.087,1.62
Erin,3314,97.949,0.469,0.439,0.117,0.088,0.938
Joyce,3355,85.596,9.534,3.689,0.177,0.03,0.974
Anna,3331,84.762,2.211,5.378,0.09,0.12,7.439
Judy,3320,90.572,2.651,4.699,0.09,0.12,1.867
Samuel,10,73.198,9.388,5.421,0.182,0.212,11.599
Shannon,2970,95.41,2.754,0.551,0.092,0.092,1.102
Shawn,94,94.018,3.022,1.603,0.185,0.185,0.987
Kim,2562,84.508,4.409,9.78,0.155,0.373,0.776
Sara,3155,90.869,1.074,1.169,0.126,0.063,6.698
Chad,4,97.716,0.793,0.825,0.19,0.032,0.444
Walter,13,85.796,7.69,1.875,0.032,0.095,4.512
Rachel,3092,90.806,2.29,2.355,0.032,0.129,4.387
Dale,120,96.415,1.858,1.043,0.098,0.098,0.489
Dana,2740,94.941,3.427,0.685,0.098,0.098,0.751
Virginia,3038,83.775,3.664,2.65,0.131,0.196,9.585
Phillip,8,89.613,3.97,3.01,0.198,0.232,2.977
Randy,31,92.757,2.027,3.09,0.166,0.133,1.827
Beverly,2997,87.855,9.142,1.134,0.133,0.2,1.535
Shirley,2986,80.576,12.257,4.588,0.234,0.268,2.076
Jamie,2478,94.467,1.576,1.643,0.168,0.134,2.012
Joel,27,84.459,1.934,2.002,0.102,0.068,11.435
Tammy,2863,92.421,2.846,2.743,0.171,0.24,1.578
Joanne,2879,92.862,1.784,3.329,0,0.103,1.922
Arthur,14,83.115,7.099,3.377,0.103,0.138,6.168
Steve,22,85.399,2.209,7.214,0.242,0.104,4.833
Victor,17,47.479,4.869,6.768,0.069,0.104,40.711
Carlos,24,13.352,1.73,2.041,0.069,0.104,82.705
Jon,20,96.157,0.727,1.904,0.139,0.069,1.004
Betty,2875,82.296,10.47,3.965,0.139,0.174,2.957
Marilyn,2875,89.426,5.287,2.539,0.07,0.104,2.574
Bonnie,2823,96.683,1.047,1.327,0.07,0.07,0.803
Nathan,6,94.309,2.235,2.13,0.244,0.209,0.873
Randall,41,96.728,0.996,1.387,0.071,0.107,0.711
Emily,2801,92.026,1.709,4.201,0.142,0.249,1.673
Laurie,2759,97.286,0.536,0.714,0.107,0.143,1.214
Glenn,45,91.994,3.074,3.753,0.179,0.286,0.715
Vincent,9,81.938,5.508,8.047,0.072,0.286,4.149
Henry,23,66.425,9.101,14.068,0.073,0.218,10.116
Victoria,2742,83.515,3.74,3.704,0.327,0.29,8.424
Gloria,2715,55.342,12.5,4.76,0.218,0.254,26.926
Helen,2727,79.345,6.8,10.036,0.145,0.364,3.309
Ellen,2730,94.971,1.239,2.915,0.109,0.036,0.729
Ruth,2697,86.019,5.408,2.134,0.184,0.147,6.107
Marie,2671,80.466,11.728,3.478,0.222,0.148,3.959
Marc,9,94.148,2.889,0.926,0.074,0.259,1.704
Luis,22,11.008,0.111,1.446,0.037,0,87.398
Cindy,2666,89.747,0.854,5.906,0.111,0.037,3.343
Brandon,10,91.981,3.767,2.126,0.298,0.149,1.678
Valerie,2647,86.647,7.539,1.688,0.113,0.188,3.826
Tina,2637,88.164,3.204,5.993,0.188,0.151,2.299
Jay,26,91.962,0.838,5.219,0.267,0.305,1.41
Gail,2620,93.473,4.16,1.641,0,0.153,0.573
Kristin,2573,98.26,0.503,0.657,0,0,0.58
Dorothy,2573,82.86,13.175,1.671,0.35,0.233,1.71
Louis,20,84.008,5.253,2.49,0.272,0.039,7.938
Maureen,2558,96.599,1.368,1.095,0.039,0.078,0.821
Connie,2534,89.976,2.013,4.578,0.118,0.079,3.236
Colleen,2533,97.789,0.711,0.671,0.197,0.039,0.592
Barry,17,95.149,2.903,1.034,0.119,0.199,0.596
Beth,2511,98.566,0.358,0.438,0,0.119,0.518
Chris,145,91.68,1.6,4.28,0.12,0.12,2.2
Lee,298,90.308,4.445,4.165,0.08,0.04,0.961
Monica,2479,69.759,7.309,3.173,0.161,0.201,19.398
Kyle,25,96.381,1.407,1.568,0.121,0.161,0.362
Kristen,2467,98.229,0.564,0.282,0.04,0.081,0.805
Ralph,20,88.656,4.32,1.13,0.202,0.323,5.369
Sheila,2474,87.146,8.569,2.061,0.04,0.364,1.819
Albert,10,75.093,7.464,7.546,0.206,0.165,9.526
Frederick,11,89.487,6.675,2.67,0.083,0.167,0.918
Carrie,2385,95.22,2.264,1.216,0.126,0.126,1.048
Holly,2364,97.382,0.507,1.394,0.042,0.084,0.591
Elaine,2364,87.775,4.484,5.499,0.085,0.085,2.073
Ashley,2320,93.699,3.601,0.986,0.086,0,1.629
Julia,2299,84.981,3.28,2.805,0.259,0.173,8.502
Renee,2276,91.282,4.791,1.64,0.086,0.259,1.942
Megan,2291,98.301,0.479,0.436,0,0.044,0.74
Lauren,2275,96.238,1.4,0.962,0.175,0.262,0.962
Alexander,30,81.531,2.759,6.631,0.134,0.267,8.678
Peggy,2234,93.778,2.731,1.611,0.269,0.269,1.343
Stacy,2038,94.482,2.333,1.525,0.269,0.269,1.122
Eugene,13,84.651,6.67,5.71,0.046,0.183,2.741
Heidi,2183,97.16,0.366,1.466,0.137,0,0.87
Dean,12,94.986,0.782,3.404,0.046,0.138,0.644
Sherry,2170,92.442,4.194,2.212,0.138,0.092,0.922
Melanie,2157,92.343,2.814,2.26,0.185,0.092,2.306
Rodney,8,86.192,9.437,2.278,0.232,0.232,1.627
Stacey,1982,93.648,3.27,1.121,0.14,0.234,1.588
Gina,2116,90.301,2.542,3.202,0.094,0.047,3.814
Francis,309,88.269,3.075,6.197,0.095,0.095,2.271
Brent,8,97.249,0.996,0.712,0.19,0.047,0.806
Rhonda,2096,90.458,7.824,0.334,0.382,0.143,0.859
Danielle,2065,93.064,4.383,0.385,0.241,0,1.927
Stanley,14,84.843,7.037,6.644,0.049,0.295,1.132
Eileen,2031,94.485,0.935,2.314,0.098,0.098,2.068
Frances,1994,83.81,5.726,2.962,0.247,0.296,6.96
Anita,1984,76.835,7.738,8.288,0.399,0.1,6.64
Manuel,13,17.863,0.903,4.315,0.251,0.1,76.568
Jeffery,11,94.346,3.584,1.212,0.202,0.05,0.606
Sally,1958,93.889,0.707,2.778,0.253,0.051,2.323
Jesse,73,79.089,6.177,2.228,0.152,0.152,12.203
Antonio,12,31.603,5.242,6.616,0,0.204,56.336
Jacob,5,91.845,1.631,3.211,0.153,0.153,3.007
Jorge,16,8.696,0.153,1.125,0,0,90.026
Brett,34,98.36,0.871,0.256,0.103,0.051,0.359
Danny,14,79.774,3.542,10.318,0.257,0.308,5.801
Jeanne,1938,96.388,0.98,1.909,0.155,0,0.568
Rita,1937,81.053,4.75,5.679,0.052,0.155,8.312
Curtis,11,85.774,10.903,2.129,0.104,0.519,0.571
Alice,1923,80.135,6.292,8.164,0.208,0.312,4.888
Allen,12,88.755,4.498,5.178,0.052,0.471,1.046
Derek,4,90.424,4.082,4.396,0.209,0.105,0.785
Vicki,1909,95.443,2.043,1.467,0.21,0,0.838
Travis,5,94.235,3.564,0.996,0.419,0.052,0.734
Troy,7,92.381,5.556,1.058,0.106,0.053,0.847
Francisco,20,8.652,0.159,3.291,0,0,87.898
Jesus,26,3.904,0,2.781,0.16,0,93.155
Cathy,1856,91.756,3.071,2.909,0.054,0.162,2.047
Joann,1852,89.849,4.698,1.998,0.216,0.324,2.916
Tiffany,1826,82.433,10.202,5.292,0.327,0.327,1.418
Tara,1819,94.365,3.228,1.313,0.055,0.109,0.93
Terri,1737,93.884,3.085,1.543,0.165,0.11,1.212
Joe,13,69.013,6.874,5.155,0.222,0.166,18.57
Allison,1768,95.378,1.917,1.917,0,0.169,0.62
Miguel,17,6.165,0.566,1.131,0.113,0,92.025
Tamara,1731,93.001,4.418,0.574,0.115,0.172,1.721
Alicia,1712,66.667,5.934,2.734,0.116,0.175,24.375
Mario,14,31.334,2.563,3.844,0.058,0.058,62.143
Phyllis,1697,88.038,8.25,1.591,0.236,0.471,1.414
Tony,19,63.002,8.57,21.099,0.355,0.059,6.915
Annette,1679,82.37,9.708,1.549,0.179,0.06,6.135
Carmen,1564,41.099,5.018,2.688,0.06,0.119,51.016
Darlene,1674,86.738,8.781,1.254,0.299,0.06,2.867
Erik,4,92.533,1.314,1.016,0.119,0,5.018
April,1657,88.448,6.739,1.685,0.301,0.12,2.708
Marcia,1658,89.807,6.092,0.603,0.06,0.241,3.197
Ana,1631,23.43,0.906,2.295,0,0.121,73.249
Carla,1632,86.366,7.912,0.426,0.061,0.243,4.991
Natalie,1572,89.747,4.367,1.203,0.316,0.19,4.177
Melinda,1572,92.112,1.718,2.036,0.318,0.254,3.562
Claudia,1546,64.054,3.697,1.02,0.191,0.255,30.784
Kristine,1566,95.275,0.447,2.81,0.064,0.255,1.149
Jaime,593,44.971,0.448,4.933,0.128,0.192,49.327
Amber,1552,95.055,1.991,0.771,0.193,0.128,1.863
Rose,1516,76.847,9.301,4.683,0.264,0.264,8.641
Veronica,1493,46.667,10.2,2.8,0.2,0,40.133
Norma,1463,55.884,6.052,3.497,0.269,0.269,34.028
Edwin,12,67.41,4.665,7.978,0.068,0.203,19.675
Neil,7,94.783,1.016,2.778,0.136,0.136,1.152
Christian,166,85.064,1.833,1.969,0.068,0.272,10.794
Roberta,1398,92.471,3.217,0.958,0.205,0.068,3.08
Lorraine,1451,87.181,5.513,2.205,0.138,0.138,4.824
Crystal,1442,82.32,10.014,2.072,0.138,0.414,5.041
Rosa,1423,20.236,4.435,2.287,0.139,0,72.904
Regina,1425,78.312,12.762,2.441,0.209,0.209,6.067
Karl,9,93.737,2.815,2.604,0.07,0.07,0.704
Sylvia,1411,58.169,12.113,5.282,0.352,0.07,24.014
Erica,1406,80.057,8.699,1.627,0.212,0.071,9.335
Alison,1395,96.294,1.283,1.568,0,0.071,0.784
Kerry,810,95.487,2.436,1.074,0.143,0.072,0.788
Deanna,1374,91.957,3.623,1.667,0.29,0.217,2.246
Evelyn,1364,66.497,11.313,7.832,0.218,0.435,13.706
Alex,47,64.406,3.136,12.983,0.219,0.292,18.964
Debbie,1366,87.408,4.539,3.294,0.366,0.22,4.173
Irene,1365,71.136,3.81,7.985,0.073,0.147,16.85
Joy,1329,86.564,6.241,5.727,0,0.147,1.322
Jimmy,12,67.456,6.879,16.79,0.518,0.148,8.21
Jan,357,97.008,0.598,1.795,0.075,0.15,0.374
Doris,1332,76.276,13.438,3.378,0.225,0.375,6.306
Wanda,1332,77.553,16.517,1.126,0.3,0.3,4.204
Shane,17,97.059,0.754,1.207,0.075,0.151,0.754
Lois,1220,92.755,5.283,1.208,0.075,0.151,0.528
Jodi,1298,97.108,0.304,1.522,0.152,0.152,0.761
Rosemary,1295,86.478,4.202,2.215,0.229,0,6.875
Yvonne,1286,65.278,18.364,5.247,0.54,0.386,10.185
Mitchell,6,93.338,2.943,1.704,0.232,0.232,1.549
Carole,1281,95.16,2.576,1.405,0,0.312,0.546
Billy,14,84.301,7.849,4.003,0.392,0.471,2.983
Constance,1270,91.811,5.984,0.866,0.157,0.157,1.024
Caroline,1249,89.482,2.869,4.303,0.159,0.239,2.948
Lance,3,93.222,2.073,2.951,0.399,0.159,1.196
Tracey,1058,89.752,8.407,0.881,0,0.16,0.801
Roberto,10,12.821,0.321,6.33,0,0,80.529
Charlotte,1247,89.495,6.897,1.363,0.401,0.481,1.363
Dianne,1243,92.116,5.068,1.287,0.08,0.161,1.287
Darren,5,89.984,4.604,3.877,0.242,0.162,1.131
Ricardo,6,12.256,3.896,5.276,0,0,78.571
Sue,1071,93.409,0.814,5.045,0.163,0,0.57
Warren,9,86.031,7.477,5.341,0.247,0.329,0.575
Sheryl,1210,93.471,3.719,1.736,0.083,0.413,0.579
Courtney,1158,92.969,5.624,0.827,0.165,0.331,0.083
Jared,3,96.25,1.083,0.667,0.25,0.583,1.167
Pedro,6,7.557,1.259,2.099,0.168,0.084,88.833
Marvin,6,75.337,14.141,3.199,0.168,0,7.155
Kristina,1182,94.688,1.349,1.602,0.084,0.169,2.108
Ricky,9,84.915,7.034,5.169,0.169,0.169,2.542
Dustin,4,97.116,0.254,1.187,0.424,0.17,0.848
Darrell,9,87.267,9.762,1.188,0.424,0.255,1.104
Marlene,1162,83.277,4.669,2.292,0.17,0.34,9.253
Lynne,1173,96.76,1.364,1.108,0,0.085,0.682
Marsha,1160,90.517,7.155,0.776,0,0.259,1.293
Ian,6,93.166,2.855,2.855,0,0.346,0.779
Casey,508,95.317,1.561,2.342,0.087,0.087,0.607
Jeanette,1151,83.406,8.688,1.651,0.261,0.087,5.908
Sherri,1144,93.881,4.371,1.049,0.175,0,0.524
Grace,1136,64.965,6.338,21.919,0.176,0,6.602
Wesley,15,91.637,3.873,3.697,0.264,0.088,0.44
Shelley,1110,95.057,2.118,1.942,0.088,0.177,0.618
Oscar,10,15.813,4.152,4.417,0.442,0.088,75.088
Bobby,19,78.122,13.729,4.252,0.354,0.62,2.923
Rafael,7,8.871,0.269,2.419,0,0,88.441
Zachary,3,95.968,1.613,0.986,0.269,0.358,0.806
Hector,6,5.495,0.45,1.351,0,0,92.703
Katie,1107,94.505,2.252,2.523,0,0.18,0.541
Marjorie,1110,90.631,4.865,2.252,0.09,0.09,2.072
Johnny,7,60.386,13.603,12.224,0.551,0.184,13.051
Corey,43,89.42,8.188,1.288,0.276,0.368,0.46
Shelly,1053,94.6,1.955,2.048,0.372,0,1.024
Dolores,1071,70.308,4.669,3.081,0.187,0.28,21.475
Tanya,1062,81.946,10.664,2.9,0.468,0.374,3.648
Charlene,1057,86.21,9.568,2.064,0.188,0.375,1.595
Vanessa,1060,63.415,15.947,4.034,0.281,0.563,15.76
Tyler,22,97.648,0.188,0.847,0.282,0.188,0.847
Jody,493,97.441,0.664,0.664,0.284,0.095,0.853
Gabriel,57,45.956,2.188,2.284,0,0.285,49.286
Lindsay,1041,98,0.857,0.476,0,0.19,0.476
Christy,1038,94.651,1.146,2.674,0,0.287,1.242
Leah,1039,92.994,2.591,2.687,0.096,0.288,1.344
Kristi,1040,95.288,1.058,1.923,0.385,0.192,1.154
Louise,1026,89.084,6.433,2.047,0,0.487,1.949
Lynda,1023,93.06,3.226,1.564,0.196,0.293,1.662
Jenny,1011,69.216,0.686,22.549,0,0.294,7.255
Raul,9,7.094,0.493,3.054,0.099,0,89.261
Samantha,1006,88.702,3.568,3.568,0.198,0.396,3.568
Audrey,1004,84.722,10.714,2.381,0.298,0.099,1.786
Molly,1005,96.032,0.595,2.083,0,0.298,0.992
Yolanda,989,19.043,19.342,4.287,0.199,0.199,56.929
Javier,8,4.895,0,0.5,0.1,0,94.505
Ramon,9,11.311,1.301,8.008,0,0.2,79.179
Ray,11,79.58,6.907,6.206,0.3,0.2,6.807
Melvin,8,66.6,22.768,4.313,0.602,0.401,5.316
Penny,996,95.08,2.309,1.506,0.201,0.301,0.602
Kay,952,91.851,3.119,3.823,0.101,0.101,1.006
Marianne,989,96.663,0.303,2.123,0.101,0.101,0.708
Fernando,10,14.852,0.61,5.799,0.102,0,78.637
Joanna,976,86.85,1.835,5.708,0.102,0.102,5.403
Geraldine,973,78.109,12.847,3.186,0.103,0.103,5.653
Ruben,6,13.768,1.242,4.037,0,0.104,80.849
Sergio,9,14.718,0.522,1.566,0,0,83.194
Cory,30,94.566,2.821,1.776,0.104,0.104,0.627
Loretta,957,86.416,8.15,1.567,0.104,0.418,3.344
Toni,929,87.002,8.386,1.048,0.524,0.21,2.83
Erika,943,73.523,6.224,1.266,0.105,0.422,18.46
Sheri,929,94.941,2.153,1.938,0.323,0.108,0.538
Gayle,916,94.76,2.62,1.31,0,0.218,1.092
Lindsey,906,96.07,1.092,1.747,0.109,0.218,0.764
Seth,2,98.031,0.875,0.656,0.109,0,0.328
Eduardo,8,10.428,0.329,10.318,0,0.11,78.814
Vickie,908,92.181,5.286,0.771,0.11,0.22,1.432
Robyn,886,95.585,2.208,1.104,0,0.331,0.773
Willie,10,18.868,75.916,2.553,0.111,0.333,2.22
Eva,887,67.595,5.234,5.902,0.223,0.223,20.824
Tonya,898,83.519,14.699,0.445,0.223,0.223,0.891
June,773,84.058,6.243,8.138,0.111,0.111,1.338
Angel,362,22.635,3.716,4.279,0.225,0,69.144
Marcus,5,74.745,18.686,2.378,0.227,0.113,3.851
Kelli,874,95.795,2.727,0.568,0.227,0.227,0.455
Arlene,878,84.852,5.581,4.67,0.228,0,4.67
Esther,871,52.961,10.364,10.364,0.569,0.228,25.513
Josephine,875,69.486,8.686,9.829,0.457,0.114,11.429
Sonia,862,36.655,7.675,9.393,0.115,0.115,46.048
Ronnie,35,78.506,13.678,2.529,0.115,0.345,4.828
Gene,31,89.862,4.378,4.147,0.115,0.23,1.267
Adrian,74,49.249,11.098,2.659,0.347,0.347,36.301
Karla,848,80.233,4.302,0.581,0,0.349,14.535
Ross,4,95.449,0.467,2.334,0.35,0,1.4
Edgar,9,38.778,3.878,6.58,0.47,0.235,50.059
Kara,836,96.539,1.313,1.193,0.119,0.119,0.716
Kari,828,98.086,0.598,0.598,0.12,0,0.598
Olga,815,53.43,1.805,1.444,0,0,43.321
Jackie,526,87.711,4.819,4.578,0.482,0.482,1.928
Vivian,817,62.726,14.113,13.631,0.241,0,9.288
Alejandro,11,6.943,0.122,2.801,0,0,90.134
Armando,7,9.838,0.249,5.729,0.125,0,84.06
Candace,799,90.773,7.107,1.122,0.249,0,0.748
Rene,118,48.125,2.625,4,0.125,0.25,44.875
Glenda,799,81.477,9.512,2.503,0.375,0.125,6.008
Krista,794,98.111,0.504,0.504,0,0,0.882
Gretchen,793,96.974,1.513,0.378,0.126,0.252,0.757
Salvador,9,5.044,0.126,2.9,0.126,0,91.803
Bridget,779,92.94,5.006,0.642,0,0,1.412
Gilbert,5,56.757,4.633,5.148,0.386,0.129,32.947
Becky,769,93.498,0.78,3.511,0,0.13,2.081
Marion,422,86.476,10.923,0.65,0.26,0,1.691
Claire,763,94.141,1.693,2.995,0,0.13,1.042
Meredith,763,97.262,1.565,0.652,0.13,0,0.391
Darryl,9,69.016,26.064,3.324,0.532,0.399,0.665
Calvin,3,58.611,25.768,14.686,0.134,0.134,0.668
Brooke,740,97.312,1.344,0.403,0.134,0.134,0.672
Grant,2,96.102,0.806,2.823,0,0,0.269
Julio,3,7.278,0.539,2.022,0.135,0,90.027
Kristy,740,95.676,1.486,2.027,0,0.135,0.676
Sam,6,73.04,4.539,19.257,0.138,0,3.026
Franklin,7,74.827,9.129,6.639,0.138,0.277,8.99
Nathaniel,2,73.721,22.545,1.936,0.277,0.138,1.383
Clarence,5,67.129,27.462,4.438,0.277,0.277,0.416
Traci,714,93.065,4.577,1.664,0.139,0,0.555
Terrence,5,86.908,9.471,2.646,0.139,0.279,0.557
Nina,710,83.52,4.749,7.682,0.279,0.279,3.492
Arturo,7,7.972,0,4.755,0,0.14,87.133
Ivan,8,60.364,4.902,6.583,0,0,28.151
Elena,707,65.028,0.983,6.461,0.14,0.281,27.107
Shaun,17,92.384,3.808,2.539,0.141,0.423,0.705
Jordan,190,96.751,0.706,0.989,0.141,0.141,1.271
Eleanor,707,82.603,7.355,6.223,0,0.283,3.536
Cecilia,699,48.011,2.273,12.074,0.142,0.142,37.358
Tommy,5,73.826,8.819,13.087,0.711,0,3.556
Karin,680,96.581,0.427,0.997,0.142,0,1.852
Daryl,89,86.552,9.156,3.147,0.143,0,1.001
Marian,664,89.24,5.308,3.73,0.143,0.143,1.435
